CustomerName	OrderDate	OrderValue
Pentin	2021-05-21T21:25:02Z	20.99
Demeter	2022-12-04T18:59:20Z	966.87
Wingate	2023-11-04T12:08:00Z	800.26
Kernell	2023-03-29T12:26:30Z	752.12
Wingate	2023-04-15T04:47:45Z	632.58
Alesin	2023-10-11T02:07:37Z	88.36
Josowitz	2022-05-13T18:46:53Z	45.29
Gwinnel	2023-06-26T18:14:07Z	351.83
Vertey	2023-06-25T21:17:13Z	556.38
Hollington	2021-10-08T08:21:50Z	76.07
Cossington	2022-12-06T14:44:34Z	611.36
O'Cullen	2021-09-30T18:27:06Z	863.37
Pack	2023-08-17T06:22:29Z	115.27
Astin	2023-10-07T06:23:28Z	717.23
Bennison	2023-07-23T17:59:40Z	300.67
Willoway	2022-06-07T22:12:53Z	552.52
Wingate	2023-07-31T00:28:14Z	77.59
Gritsunov	2023-07-24T04:10:33Z	851.1
McGraw	2022-07-30T14:38:18Z	552.78
Ewbank	2023-04-18T14:26:46Z	65.12
Inwood	2023-03-15T23:50:14Z	930.28
Dicken	2022-12-04T10:00:52Z	405.22
Kinahan	2021-06-08T07:08:29Z	878.27
Josowitz	2023-05-08T12:40:06Z	959.67
Linguard	2021-11-01T00:45:14Z	438.31
Checkley	2022-10-12T07:08:06Z	785.25
Yockney	2023-04-18T00:41:27Z	884.82
Biddleston	2023-07-08T02:34:31Z	965.92
Rottgers	2022-04-06T03:54:02Z	459.36
Alders	2023-03-31T09:28:33Z	85.68
Cunnell	2023-05-11T06:41:32Z	161.81
Bawcock	2023-11-02T02:30:46Z	141.5
Spawforth	2021-09-19T08:05:40Z	585.13
Howood	2022-11-23T20:12:03Z	824.13
Picott	2023-01-25T01:37:41Z	892.09
Duncan	2021-09-05T07:43:32Z	849.32
Scouller	2023-04-23T01:15:17Z	902.06
Wedge	2022-04-08T00:52:43Z	164.6
Tchaikovsky	2021-09-05T06:48:23Z	499.22
Murrigans	2022-02-08T12:24:54Z	748.47
Hollington	2021-01-01T07:02:10Z	419.96
De Gowe	2022-07-17T13:33:11Z	187.75
Shorton	2023-03-14T07:54:14Z	861.92
Gantzer	2022-12-24T01:57:19Z	909.31
Whal	2022-12-21T07:09:04Z	934.63
Dooler	2021-10-16T03:53:38Z	600.97
Pentin	2021-09-06T13:26:10Z	627.79
Berwick	2022-06-09T21:25:54Z	283.52
Colliford	2022-05-03T06:09:47Z	105.97
Banck	2021-10-28T01:24:31Z	454.82
Whal	2022-06-29T10:39:22Z	356.15
Pratton	2021-12-09T16:15:56Z	824.48
Bennison	2023-01-07T10:58:52Z	876.62
Sutehall	2022-05-22T03:12:10Z	31.9
Zanassi	2022-06-18T09:35:30Z	344.6
Colliford	2021-06-05T11:08:24Z	438.26
Smewin	2021-11-21T23:13:10Z	144.32
Astin	2022-12-01T10:21:01Z	65.93
McGeachey	2022-06-27T07:23:05Z	586.62
Gubbins	2023-09-30T11:20:21Z	639.28
Gosker	2023-08-11T21:11:21Z	248.36
Pepper	2022-04-05T20:20:52Z	249.84
Fright	2023-08-27T23:18:11Z	295.69
Stackbridge	2022-11-26T23:01:38Z	819.29
Tabour	2023-08-20T02:52:01Z	672.76
Eagan	2022-09-30T22:15:43Z	39.71
Shearmur	2021-12-25T17:41:53Z	140.46
Gowling	2023-01-31T05:24:03Z	244.26
Creamer	2021-12-13T08:43:12Z	509.03
Smewin	2023-09-25T16:05:17Z	704.73
Tabour	2021-10-14T21:54:46Z	705.76
Gritsunov	2021-09-04T23:44:01Z	832.03
Djekovic	2022-01-05T21:53:33Z	987.82
Retallack	2020-12-31T06:21:16Z	57.39
Henrichs	2021-02-18T08:19:47Z	683.98
Walles	2022-06-16T19:27:51Z	507.64
Kernell	2022-09-04T11:25:21Z	142.9
Henrichs	2023-03-06T07:55:28Z	249.87
Rowsell	2023-01-04T15:27:09Z	219.03
Demeter	2022-10-13T08:50:22Z	198.34
Penhalurick	2021-09-07T10:48:00Z	277.39
Ivankin	2021-07-10T14:58:56Z	81.35
Humbie	2021-05-26T23:14:16Z	18.62
Ellor	2023-10-10T22:47:00Z	901.4
Wharmby	2022-10-07T13:23:29Z	381.62
Mordy	2021-12-20T13:53:38Z	89.17
Scad	2023-04-10T08:30:20Z	541.81
Humbie	2022-08-27T02:01:42Z	876.97
Hollington	2022-12-17T19:18:40Z	861.18
Dreschler	2022-10-17T23:52:13Z	104.01
Djekovic	2023-03-27T04:12:00Z	38.95
Fairnington	2022-08-03T15:15:27Z	982.94
Harbottle	2022-08-12T18:58:56Z	178.87
Minard	2023-06-18T11:27:08Z	99.12
Minihane	2022-12-01T10:24:42Z	645.41
Smewin	2022-03-20T11:54:13Z	782.94
Duffil	2022-07-07T04:45:46Z	711.55
McGraw	2023-06-30T10:22:07Z	36.79
Gomby	2023-04-25T07:04:59Z	609.47
Pentin	2023-10-21T00:43:58Z	963.88
Renneke	2021-02-26T08:37:22Z	378.28
Elby	2021-07-29T16:52:16Z	457.36
Hazeldene	2023-04-28T07:03:28Z	582.05
Giroldi	2022-12-25T03:32:16Z	20.41
Dormer	2023-09-16T13:35:17Z	534.44
Pepper	2023-07-17T03:23:56Z	160.27
Comolli	2023-04-27T02:36:33Z	243.86
Terlinden	2022-10-20T12:45:07Z	60.9
Cratchley	2023-05-25T01:16:30Z	203.31
Bennison	2021-01-30T09:05:50Z	282.45
Hartin	2023-03-22T14:04:16Z	979.15
Sutherby	2021-09-22T03:29:48Z	288.6
Duffett	2021-03-03T12:26:41Z	897.67
Banck	2021-04-21T15:11:02Z	292.34
Rodolphe	2023-11-16T03:01:08Z	286.94
Humbie	2022-09-09T07:12:57Z	548.11
Wedge	2021-11-30T00:46:43Z	62.69
Horlock	2023-08-16T18:36:48Z	280.45
Rottgers	2023-08-26T10:59:19Z	624.19
Coultas	2021-08-19T14:32:24Z	202.54
Dreschler	2022-08-01T23:52:11Z	431.71
MacWhan	2021-02-24T05:59:34Z	910.82
Delacourt	2023-05-13T09:58:57Z	366.75
Duffett	2021-01-26T09:32:09Z	708.68
Rewan	2023-08-30T23:56:43Z	952.12
Dormer	2022-09-25T10:13:01Z	504.12
Minard	2022-12-29T18:42:20Z	71.97
Normant	2021-03-16T09:04:25Z	673.77
Whal	2023-09-07T23:19:10Z	351.43
Colvin	2021-06-09T01:47:08Z	938.12
McGeachey	2023-03-06T17:03:33Z	721.15
Hallede	2023-01-18T23:58:00Z	885.85
Alesin	2022-08-23T07:57:51Z	304.82
Gartshore	2021-04-28T22:50:35Z	254.29
Benoey	2023-09-10T05:51:44Z	337.53
Rewan	2021-05-31T15:13:50Z	99.33
Stockwell	2021-10-13T07:09:10Z	710.55
De-Ville	2021-03-19T13:23:00Z	833.72
Mussettini	2022-02-24T22:34:15Z	29.66
Cocke	2021-06-23T18:14:19Z	840.13
Cropper	2023-11-03T00:54:48Z	503.26
De-Ville	2023-08-20T19:23:30Z	722.17
Minard	2023-09-21T16:48:23Z	681.11
Dashwood	2021-12-07T11:01:43Z	260.7
Djekovic	2023-02-22T22:28:41Z	494.82
Algore	2022-06-09T20:21:47Z	174.34
Giroldi	2022-03-25T04:26:03Z	399.9
Proger	2023-02-15T18:11:23Z	393.06
Pentin	2022-08-28T04:24:58Z	444.48
Van	2021-12-11T17:42:59Z	702.18
Ivankin	2020-12-25T21:19:46Z	700.32
Anglish	2023-05-06T22:41:16Z	191.5
Lefley	2022-08-13T02:40:45Z	606.57
Henrichs	2022-09-05T00:53:56Z	239.97
Dunsire	2023-11-09T05:59:56Z	913.85
Wedge	2021-09-17T20:24:48Z	630.99
McGraw	2023-07-31T17:44:30Z	541.25
Pepper	2021-09-02T03:04:18Z	987.94
Minihane	2021-03-16T11:05:20Z	931.94
Dunsire	2023-04-13T06:29:15Z	104.18
Hollington	2022-08-21T06:16:06Z	798.73
Collyer	2021-09-06T07:47:00Z	532.83
MacCrackan	2021-08-31T01:28:37Z	53.02
Statham	2022-01-26T21:02:50Z	320.33
Chern	2023-01-10T04:03:37Z	993.11
Mordy	2023-01-27T05:24:01Z	767.58
Pack	2022-06-25T18:30:45Z	856.46
Yeomans	2022-04-21T15:50:55Z	328.92
Mabee	2023-03-01T18:13:44Z	772.64
Dugget	2022-02-27T02:19:00Z	858.26
Cocke	2023-01-24T01:05:10Z	457.14
Berwick	2023-04-21T20:38:20Z	623.36
Foggarty	2021-07-28T04:44:58Z	944.37
Coulthard	2022-09-11T01:49:00Z	970.43
Redholes	2022-10-26T11:14:49Z	93.97
Gwinnel	2021-02-18T01:44:10Z	671.07
Wedge	2023-03-19T02:23:22Z	603.49
Mabee	2023-03-14T02:24:28Z	384.82
Sutherby	2023-03-05T05:22:34Z	410.22
Chern	2022-03-17T13:59:59Z	424.79
Howood	2021-03-14T06:51:19Z	303.21
Schmidt	2022-01-07T06:08:55Z	29.33
Alesin	2021-12-29T01:22:31Z	487.44
McCowen	2023-09-01T16:52:03Z	204.0
Stroyan	2023-07-21T21:46:55Z	235.8
Dunsire	2022-07-11T21:38:18Z	85.44
Checkley	2023-06-02T12:16:43Z	136.95
O' Gara	2023-08-24T11:53:35Z	759.03
Gomby	2021-10-22T11:18:36Z	477.16
Gribbins	2022-04-01T17:12:23Z	59.23
Fright	2021-11-29T18:45:28Z	615.43
Ades	2021-05-28T21:10:39Z	89.87
Meach	2023-06-21T23:52:21Z	881.59
Mordy	2021-06-03T10:55:42Z	975.93
Picott	2022-08-24T19:26:01Z	735.4
Rowsell	2023-03-26T23:52:03Z	69.36
Normant	2023-03-31T12:14:00Z	844.73
Malling	2021-05-11T08:57:05Z	978.03
Duncan	2023-09-07T13:04:20Z	997.53
Couchman	2022-03-29T11:15:03Z	581.08
Retallack	2023-03-17T07:29:11Z	381.19
Truckett	2022-02-25T00:24:45Z	886.61
De Bruin	2021-05-13T01:47:31Z	928.96
Yeomans	2021-01-04T16:37:54Z	531.42
Curran	2022-12-10T22:44:00Z	414.01
Whal	2022-08-30T09:53:22Z	683.49
Episcopio	2021-04-17T21:36:56Z	443.29
Bawcock	2020-12-17T09:52:32Z	277.69
Redholes	2022-10-08T07:07:20Z	522.42
Godfrey	2022-09-09T16:49:59Z	981.2
Hallede	2023-02-18T11:59:39Z	662.59
Gianullo	2023-09-20T11:58:30Z	558.78
Ruppert	2021-04-06T01:03:13Z	29.08
Rodolphe	2022-04-29T04:10:16Z	868.12
Howood	2021-05-10T14:23:33Z	152.38
Fright	2023-11-12T12:18:19Z	147.76
Gowar	2022-04-02T05:37:05Z	429.23
d' Eye	2023-08-26T10:52:22Z	21.86
Henrichs	2021-05-27T04:33:39Z	393.95
Worvell	2021-06-11T22:24:28Z	808.68
Minihane	2021-03-18T06:55:37Z	480.42
Wingate	2021-08-18T12:12:58Z	899.55
Ades	2023-05-06T23:50:27Z	92.51
McIntee	2022-12-21T08:36:18Z	819.75
Colvin	2022-04-03T20:19:21Z	901.36
Wingate	2022-01-14T19:44:17Z	263.02
Pinwell	2023-07-13T15:22:17Z	560.54
Ahrend	2021-12-23T04:17:44Z	123.53
Lealle	2020-12-24T03:39:08Z	315.17
Kedwell	2021-04-10T14:24:04Z	596.19
Gothard	2023-08-09T23:32:13Z	9.89
Gomby	2023-08-01T12:27:08Z	938.54
Kaas	2023-01-10T05:38:01Z	744.85
Statham	2023-07-08T10:13:52Z	573.11
Gothard	2022-02-27T23:19:36Z	66.99
Shorton	2022-02-21T21:15:16Z	742.45
Giroldi	2023-01-08T21:01:07Z	560.92
Bauchop	2023-08-08T16:02:00Z	339.32
Banck	2023-09-22T15:38:44Z	405.12
De Gowe	2022-11-29T13:58:29Z	735.58
Rodolphe	2023-01-01T04:24:17Z	782.98
Hamelyn	2021-05-26T09:29:02Z	230.71
De Gowe	2022-07-28T15:51:18Z	849.56
Roarty	2022-09-24T23:53:07Z	429.24
De Bruin	2022-08-19T13:39:57Z	21.53
Gianullo	2022-01-02T00:19:07Z	461.95
Chern	2023-05-11T23:21:27Z	190.09
Harbottle	2023-09-04T19:41:42Z	963.83
Walles	2022-06-20T19:03:25Z	697.49
Murrigan	2022-10-07T11:59:32Z	162.99
Foggarty	2023-04-14T09:39:36Z	260.62
Vaughton	2022-08-21T08:06:19Z	964.66
MacCrackan	2021-12-13T03:02:33Z	646.73
Kedwell	2023-06-08T19:34:47Z	675.66
McIntee	2022-10-25T13:09:10Z	315.0
Mabee	2022-02-22T14:48:46Z	223.2
Olman	2022-08-13T14:38:30Z	514.06
Normant	2021-03-23T01:44:28Z	581.85
Jedrysik	2021-07-05T15:51:35Z	681.54
Gantzer	2022-04-01T00:33:08Z	596.69
Solley	2021-03-16T08:20:40Z	467.61
Harbottle	2022-02-25T15:47:31Z	234.57
Jedrysik	2020-12-25T05:44:11Z	274.08
McGarel	2023-09-03T18:25:39Z	524.71
Roarty	2022-06-25T18:56:38Z	352.44
Kruger	2021-11-04T01:37:33Z	940.18
Mabee	2022-12-02T06:27:19Z	348.67
Bawcock	2021-11-12T16:29:12Z	789.54
Levens	2021-08-19T13:28:21Z	356.65
Shearmur	2023-02-23T19:24:01Z	390.86
Chern	2023-01-13T09:54:10Z	18.6
Plaide	2022-05-07T11:55:55Z	143.71
Pack	2023-07-27T01:20:26Z	363.35
Malling	2021-01-19T18:54:34Z	45.35
Levens	2022-05-30T00:46:04Z	805.74
O'Cullen	2022-07-21T04:13:59Z	479.33
Duffil	2021-10-26T23:50:09Z	996.47
Braidon	2023-06-20T19:59:07Z	761.65
Algore	2021-10-19T20:07:12Z	519.72
McGeachey	2021-09-28T05:55:41Z	808.84
Cossington	2021-02-07T10:20:40Z	249.65
Grizard	2023-02-28T04:22:06Z	809.42
Gomby	2022-04-24T06:49:12Z	371.19
Checkley	2021-07-11T23:10:41Z	784.88
Dewes	2023-02-25T05:53:11Z	534.34
Josowitz	2023-07-31T19:54:43Z	818.11
Karlowicz	2021-09-17T18:16:23Z	170.7
Schmidt	2023-01-05T17:49:53Z	253.11
McLaughlan	2022-12-18T14:28:18Z	405.41
Ovitz	2022-06-06T05:59:51Z	599.12
Vedekhin	2023-06-05T13:36:58Z	578.26
Coultas	2023-03-08T02:39:59Z	567.62
Fullick	2022-05-20T01:11:27Z	470.06
Chatten	2023-03-08T21:16:03Z	61.27
Titterington	2022-04-29T09:58:03Z	825.87
O'Cullen	2021-07-15T03:27:04Z	698.96
Stroyan	2022-11-23T14:53:22Z	224.76
L' Anglois	2023-05-31T05:01:58Z	171.8
Elby	2021-09-01T18:27:04Z	200.25
McGarel	2022-02-25T23:33:22Z	382.41
Gartshore	2023-09-21T22:14:06Z	669.16
d' Eye	2021-03-19T03:26:49Z	397.97
Huniwall	2021-03-23T08:20:46Z	736.42
Dyerson	2021-09-09T14:24:07Z	528.54
Dommerque	2023-03-03T02:10:05Z	497.24
Elby	2021-05-27T12:20:01Z	917.75
Mordy	2022-02-10T11:29:59Z	28.02
Madeley	2021-09-30T18:37:27Z	685.42
Goodered	2020-12-17T03:12:54Z	61.36
Bayford	2021-04-03T12:59:35Z	675.82
L' Anglois	2021-11-01T22:54:30Z	953.98
Picott	2021-08-19T18:19:05Z	770.49
Dunsire	2021-12-27T21:32:19Z	522.08
Roarty	2023-04-15T07:45:52Z	731.01
Fullick	2023-10-11T04:59:03Z	493.18
Hazeldene	2021-04-27T08:41:38Z	967.87
Smewin	2021-01-24T11:19:52Z	606.81
Girardini	2021-05-25T03:31:48Z	805.65
Demeter	2023-06-25T08:21:21Z	580.24
Pack	2022-01-14T12:23:19Z	373.79
Kinahan	2022-06-07T21:42:13Z	457.11
Bilton	2023-04-14T13:07:13Z	61.24
Gianullo	2023-02-16T11:18:57Z	654.33
Whitby	2023-10-16T01:56:11Z	143.23
Lorek	2022-03-06T22:10:29Z	42.13
Ewbank	2022-07-23T01:17:22Z	958.07
Vedekhin	2021-11-15T21:49:22Z	322.8
Mussettini	2022-10-01T16:48:26Z	328.02
Lapidus	2022-02-25T07:37:33Z	592.14
Wingate	2023-11-06T03:41:27Z	823.85
Stockwell	2021-03-15T04:25:58Z	203.18
De Bruin	2023-04-01T17:13:58Z	902.98
Mussettini	2023-04-13T03:32:17Z	254.91
Ewbank	2021-06-02T04:39:18Z	746.37
Sutehall	2022-07-12T02:46:01Z	57.27
McGenn	2022-01-17T21:24:12Z	64.45
Titterington	2022-07-23T21:28:18Z	786.71
Pentin	2020-12-29T11:18:08Z	517.87
Tchaikovsky	2023-11-12T12:06:45Z	865.19
Harbottle	2023-06-04T12:09:38Z	734.08
Kernell	2023-02-24T16:04:07Z	680.29
Kemet	2023-10-26T14:21:51Z	887.37
Lorek	2022-11-03T17:34:35Z	13.46
Dommerque	2021-05-22T20:48:29Z	17.54
Redholes	2023-10-09T19:11:55Z	139.53
Gomby	2021-09-05T06:50:27Z	504.24
Werny	2022-10-16T00:59:38Z	993.79
Cogswell	2023-04-28T01:04:23Z	461.59
Smewin	2023-04-30T05:47:53Z	256.36
Alesin	2021-03-20T12:34:23Z	978.34
Ducroe	2021-08-03T10:16:28Z	582.99
Berwick	2022-12-23T12:00:04Z	641.64
Jedrysik	2023-09-26T04:08:03Z	830.32
Anglish	2023-05-23T16:09:03Z	651.68
Retallack	2023-10-08T05:59:10Z	462.56
Whipp	2023-08-04T04:43:24Z	564.33
Rogeron	2023-07-07T23:39:07Z	815.95
Faye	2021-08-30T01:28:44Z	312.4
Barenskie	2022-08-02T04:28:53Z	913.56
Croson	2022-02-03T19:54:12Z	219.76
Alesin	2023-04-23T18:41:54Z	168.82
Dunsire	2023-06-01T11:51:10Z	282.83
Garcia	2022-05-15T21:48:12Z	546.52
Brisbane	2020-12-18T08:13:16Z	828.36
Yockney	2021-06-08T19:01:13Z	915.47
Clemitt	2022-04-14T00:51:34Z	523.39
Coggon	2023-04-19T03:37:31Z	657.89
Gothard	2021-02-08T13:14:53Z	397.95
O' Gara	2021-03-01T00:36:22Z	776.85
Barenskie	2022-03-24T14:17:11Z	962.81
Spawforth	2023-07-13T06:37:14Z	249.3
Couchman	2022-03-29T04:45:38Z	574.61
Linguard	2022-10-10T13:33:31Z	83.67
Walles	2022-04-01T03:39:02Z	267.5
Murrigan	2021-05-02T09:55:57Z	693.3
Spawforth	2021-10-22T23:36:10Z	249.18
Abbotts	2022-09-26T21:56:11Z	510.96
Murrigans	2022-03-28T08:59:50Z	769.31
Pinwell	2023-08-06T05:40:18Z	476.33
Lapidus	2022-05-18T18:23:31Z	422.13
Shearmur	2023-08-31T04:02:19Z	994.8
Garcia	2021-11-04T20:45:05Z	293.36
Hazeldene	2022-01-04T11:05:06Z	676.61
Cossington	2021-12-17T17:50:52Z	519.19
Smewin	2023-02-25T14:43:14Z	469.66
Gosker	2022-10-04T01:35:39Z	213.04
Huniwall	2023-08-24T14:50:41Z	901.51
Dreschler	2022-07-25T21:15:35Z	840.99
Coultas	2022-04-01T14:40:52Z	883.55
Chasle	2022-12-31T04:39:50Z	337.34
Olman	2021-12-18T05:42:37Z	779.05
Walles	2022-01-24T17:23:02Z	978.15
Hallede	2021-07-10T15:55:48Z	289.02
Lauchlan	2021-09-11T16:13:59Z	717.39
Gowling	2022-01-05T06:16:54Z	487.12
Gribbins	2023-08-09T22:41:09Z	732.12
Werny	2022-12-17T09:22:00Z	992.67
Anglish	2023-02-17T06:50:54Z	705.73
Titterington	2021-11-15T20:35:15Z	506.16
Djekovic	2023-03-24T10:48:58Z	392.91
Pentin	2023-08-18T05:04:44Z	185.3
Josowitz	2021-08-31T06:18:35Z	155.23
Foggarty	2022-05-02T05:57:27Z	923.69
Matushevich	2021-09-08T09:13:25Z	314.27
Biddleston	2021-01-29T18:28:41Z	240.71
Truckett	2022-11-14T20:48:11Z	453.24
Huniwall	2023-01-08T15:47:08Z	786.51
O'Bradane	2021-07-05T08:06:30Z	173.18
Willoway	2021-05-14T04:44:21Z	724.75
Sutehall	2022-05-22T18:53:33Z	641.68
O'Bradane	2021-09-21T13:14:14Z	184.7
Matveiko	2023-05-31T06:54:27Z	962.05
Sutherby	2022-06-27T02:12:57Z	331.09
Kruger	2022-07-17T19:44:04Z	140.08
Minihane	2023-09-25T04:05:53Z	428.6
Stritton	2022-03-10T17:12:23Z	496.51
Malling	2021-11-18T21:44:55Z	553.89
O' Gara	2023-10-02T04:51:25Z	991.29
Van	2021-12-03T02:38:48Z	409.15
McCowen	2021-08-05T12:17:57Z	609.67
Cunnell	2021-06-15T10:35:04Z	869.34
Gothard	2021-02-16T10:46:07Z	489.56
O' Dornan	2021-08-22T22:17:24Z	873.5
Barenskie	2023-02-03T19:28:12Z	399.89
Dicken	2023-06-26T09:11:54Z	757.05
Coulthard	2021-10-19T18:42:29Z	218.93
